"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DVA2Z9LJ","book","2020","Yan, Ge","Wo men jia","","978-7-5598-0084-8","","","","Ben shu jiang shu le yi ge feng bing bing ren kang fu hou jiang shu de gu shi,Ju you zhe yi hu xun chang de yue du kuai gan.Zai zhei bu cong di yi ye jiu rang ren fa xiao,Xiao dao zui hou jin bu zhu suan chu de xiao shuo zhong,Wei rao zhe ji nai nai guo ba shi da shou,Yan ge yi""wo ba ba""wei zhu jiao,Yi xian zai shi he guo qu shi jiao cuo de xu shu fang shi,Dui""wo men jia""san dai ren liu shi nian bu yi wei wai ren dao de qi pa jia shi qing qiao""pu guang"",Yu ci tong shi,""ping le zhen ren""zai shi dai bian qian zhong huo se sheng xiang de ma la sheng huo ye bei lian pi dai gu di ding ge xia lai,Er zhei qia qia shi yi ge fa zhan zhong de guo du bi bei liu xia de cun zhao ; 本书讲述了一个疯病病人康复后讲述的故事,具有着异乎寻常的阅读快感.在这部从第一页就让人发笑,笑到最后禁不住酸楚的小说中,围绕着给奶奶过八十大寿,颜歌以""我爸爸""为主角,以现在时和过去时交错的叙述方式,对""我们家""三代人六十年不宜为外人道的奇葩家事轻巧""曝光"",与此同时,""平乐镇人""在时代变迁中活色生香的麻辣生活也被连皮带骨地定格下来,而这恰恰是一个发展中的国度必被留下的存照","2020","2025-04-21 02:18:54","2025-04-21 02:18:54","","","","","","","","","","","","","Guang xi shi fan da xue chu ban she","Gui lin","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9374A7UH","book","2019","Duo Duo","Duo duo jie ju ji","","978-7-5598-1396-1","","","","","2019","2025-04-21 02:18:58","2025-04-21 02:18:58","","","","","","","","","","","","","Guang xi shi fan da xue chu ban she","Gui lin","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CVEE3K9","book","2019","远子著; CNPeReading","白日漫遊","","978-7-5598-1647-4","","","","不想工作，又害怕失业；想要恋爱，却又恐惧婚姻；有呐喊，更有彷徨；一心要逃离，却不知逃向何处；从北京、上海到广州、深圳，在所有地方都只能与自己的影子相遇。青年作家远子最新力作，以十四篇彼此独立而又互有呼应的短篇小说，刻画在大都市挣扎求生的年轻人，描述一种渴望自由而又无往不在枷锁之中的生活状态，记录一场疯狂、残酷而又不失诗意的心灵之旅。","2019","2025-04-21 02:19:00","2025-04-21 02:19:00","","","1","","","","","","","","","","广西师范大学出版社","Guilin","chi","","","","","K10plus ISBN","","","","","","","","","","","CNPeReading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGLIX4WC","book","2019","Qiu, Zhijie","Ju tou","","978-7-5598-2122-5","","","","","2019","2025-04-21 02:19:03","2025-04-21 02:19:03","","","5","","","","","","","","","","Guangxi shi fan da xue chu ban she","Guilin","","","","","","Library of Congress ISBN","ND1043.5 .Q34 2019","","","","","","Ming-Qing dynasties, 1368-1912; Painting, Chinese","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2E47XFID","book","2015","Wang, Yin","Hui guang deng: wang yin shi xuan","","978-7-5675-3608-1","","","","","2015","2025-04-21 02:19:47","2025-04-21 02:19:47","","","","","","","","Hui guang deng","","","","","hua dong shi fan da xue chu ban she","Shang hai","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8GYZQAJ","book","2016","Tan, Bo","Yi ding yao gei ni ge jing xi: tan bo duan pian xiao shuo xuan","","978-7-80709-744-0","","","","","2016","2025-04-21 02:20:26","2025-04-21 02:20:26","","","","","","","","Yi ding yao gei ni ge jing xi","","","","","shen zhen bao ye ji tuan chu ban she","Shen zhen shi","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YHQGU7X","book","2022","Yaxian; Xin, Shang xie","Ya Xian hui yi lu","","978-957-674-359-7 978-957-674-360-3","","","","","2022","2025-04-21 02:20:37","2025-04-21 02:20:37","","","","","","","","","Hong fan wen xue cong shu","361","","","Hong fan shu dian","Taipei","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Chu ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZXXIZ4L","book","2017","Liu, Yi chang","Xianggang duan pian xiao shuo bai nian jing hua: 1901-2000","","978-962-04-4107-3","","","","","2017","2025-04-21 02:20:40","2025-04-21 02:20:40","","","","","","","","Xianggang duan pian xiao shuo bai nian jing hua","","","","","San lian shu dian (Xianggang) you xian gong si","Hong Kong","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAU5ZN77","book","2016","Wu, Ming-yi","Dan che shiqie ji","","978-986-344-338-4","","","","","2016","2025-04-21 02:20:46","2025-04-21 02:20:46","","","","","","","","","Dang dai xiao shuo jia","23","","","mai tian chu ban","Tai bei shi","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Chu ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLRLETNE","book","2020","","Shi jie zhong de Taiwan wen xue","","978-986-350-428-3","","","","","2020","2025-04-21 02:20:51","2025-04-21 02:20:51","","","437","","","","","","Taiwan shi lun cong. Wen xue pian","","","","Guo li Taiwan da xue chu ban zhong xin","Taibei","","","","","","Library of Congress ISBN","PL3031.T32 S5187 2020","OCLC: on1262385818","","","","","Chinese literature; Criticism, interpretation, etc; History and criticism; Taiwan","Huang, Mei'e","","","","","","","","","","","","","","","","","","","Chu ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6CMBFVD","book","2022","","Wu jian: si shi ba wei wu jian de yue du zhe , yu ta men suo jian de shi jie = Seeing: 48 object readers & their worlds","","978-986-508-152-2","","","","","2022","2025-04-21 02:20:56","2025-04-21 02:20:56","","","444","","","","","Wu jian","Quan jing","01","","","Yuan zu wen hua shi ye you xian gong si","Xin bei shi","","","","","","Library of Congress ISBN","N7340 .W94 2022","OCLC: on1365112463","","","","","China; Antiquities; Art objects, Chinese; Arts, Chinese","Lai, Yuzhi; Clunas, Craig; Hu, Zongxiang","","","","","","","","","","","","","","","","","","","Chu ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHSZBGIY","book","2013","Li, Yu","Jiu chong ge yu mei shao nian: Li Yu xiao shuo shi wu pian","","978-986-5823-04-7","","","","","2013","2025-04-21 02:21:00","2025-04-21 02:21:00","","","278","","","","","Jiu chong ge yu mei shao nian","Yin ke wen xue","358","","","INK yin ke wen xue sheng huo za zhi chu ban she you xian gong si","Xinbei Shi Zhonghe Qu","","","","","","Library of Congress ISBN","PL2946.Y823 J58 2013","OCLC: ocn857815546","","","","","","","","","","","","","","","","","","","","","","","","","Chu ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
